FacID,Pre1_0809,Pre1c_0809,Pre2_0809,Pre3_0809,Pre4_0809,Pre5_0809,Pre6_0809,Pre6,Pre9,Pre9_0809,Pre10,PRESETOTAL,POSTSETOTAL,SECHANGE,Post1,Post1c,Post1d,Post1e,Post1g,Post2a,Post2b,Post2d,Post2e,Post2f,Post2g,Step1Q1A,Step1Q1B,Step1Q1C,Step1Q2_ComputerKeyDataSources,Step1Q3,Step2Q1,Step2Q2_ComputerSelectedPrinciples,Step2Q4,Step3Q1Apart1,Step3Q1Apart2,Step3Q1Bpart1,Step3Q1Bpart2,Step4Q2,Step4Q3,Step4Q4,Crosscutting,Step1sub,Step1subWO,Step2sub,Step2subWO,Step3sub,Step4sub,TotalScoreWO,TotalScore,Step1Q1A_3,Step1Q1B_3,Step1Q1C_3,Step1Q2_ComputerKeyDataSources_3,Step1Q3_3,Step2Q1_3,Step2Q2_ComputerSelectedPrinciples_3,Step2Q4_3,Step3Q1Apart1_3,Step3Q1Apart2_3,Step3Q1Bpart1_3,Step3Q1Bpart2_3,Step4Q2_3,Step4Q3_3,Step4Q4_3,Crosscutting_3,Step1sub_3,Step1subWO_3,Step2sub_3,Step2subWO_3,Step3sub_3,Step4sub_3,TotalScoreWO_3,TotalScore_3,BeforeSub,DuringSub,AfterSub,Step1Cert,Step2Cert,Step3Cert,Step4Cert,Step1Conf,Step2Conf,Step3Conf,Step4Conf,Step1Cert_3,Step2Cert_3,Step3Cert_3,Step4Cert_3,Step1Conf_3,Step2Conf_3,Step3Conf_3,Step4Conf_3
7,2,1,1,8,0,2,3,0.75,0,2,3,35,34,-1,0,4,2,3,3,2,2,2,3,1,2,0,0,0,1.125,0,0,2,0,2,2,1,1,3,1,0,2,1.125,0,2,0,6,4,12,15.125,0,0,0,1.875,0,0,2,0,2,1,2,1,1,1,1,2,0,0,2,0,6,3,0,0,2,0,0,4,4,3,4,5,5,4,4,4,4,4,4,5,5,5,5
7,2,1,1,5,0,3,2,0.25,0,1,2,17,22,5,2,3,0,4,3,2,2,3,2,2,4,0,0,0,1.5,0,2,0,2,3,3,3,2,1,1,1,3,1.5,0,4,4,11,3,21,22.5,0,0,0,0.75,0,1,3,0,2,2,2,2,3,1,3,3,0,0,4,1,8,7,0,0,2,0,0,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2
15,2,1,1,5,0,1,3,0.5,1,1,3,31,29,-2,1,2,2,2,2,2,2,3,3,3,2,2,2,0,0.75,0,1,2,2,3,3,0,2,2,1,1,2,4.75,4,5,3,8,4,21,23.75,2,3,3,0.375,2,1,3,2,3,3,3,2,1,2,1,2,10.375,10,6,3,11,4,30,33.375,8,9,8,3,3,3,3,3,5,4,5,4,3,3,3,5,5,4,4
7,2,1,1,7,0,2,2,0.25,0,0,2,43,47,4,4,2,2,2,1,2,2,3,3,3,3,2,1,0,0.375,2,2,3,1,1,2,0,1,2,2,1,2,5.375,5,6,3,4,5,19,22.375,1,1,0,0.375,2,1,3,1,1,1,0,2,2,1,2,2,4.375,4,5,2,4,5,17,20.375,7,0,7,2,2,1,2,3,2,2,2,3,3,3,3,3,3,3,3
7,2,1,1,5,0,2,2,0.25,0,1,3,34,34,0,2,2,3,2,0,2,2,4,4,4,4,0,0,0,0.75,0,2,1,0,2,2,2,2,2,1,1,2,0.75,0,3,2,8,4,16,17.75,1,0,0,1.125,0,0,3,1,0,2,0,1,1,2,1,2,2.125,1,4,1,3,4,11,15.125,7,0,7,3,3,3,3,3,4,4,4,3,3,3,2,3,4,3,3
7,2,1,1,4,0,2,2,0.25,0,0,3,35,54,19,4,4,4,4,4,1,1,1,1,1,1,2,0,0,1.125,0,0,2,0,0,0,1,1,0,1,1,1,3.125,2,2,0,2,2,7,10.125,1,0,0,1.125,0,0,2,1,2,2,2,2,1,1,1,2,2.125,1,3,1,8,3,15,18.125,7,0,7,3,3,2,3,3,4,2,3,4,4,4,3,5,5,5,4
7,2,1,1,2,0,2,2,0.25,1,2,3,55,55,0,4,3,4,3,4,1,1,2,1,1,1,1,0,0,1.125,0,2,0,0,0,2,0,2,1,1,2,2,2.125,1,2,2,4,4,13,14.125,1,0,0,3,0,2,3,1,0,2,0,2,1,1,2,2,4,1,6,3,4,4,14,20,7,0,7,4,4,4,4,6,6,6,6,4,4,4,4,6,6,6,6
7,2,1,1,8,0,2,2,0.25,0,2,3,44,41,-3,3,3,4,3,3,1,1,2,2,2,1,3,2,0,1.5,3,2,1,2,1,0,1,1,1,0,0,2,9.5,8,5,4,3,1,18,20.5,0,0,0,1.125,0,2,2,2,2,1,1,1,3,1,1,2,0,0,6,4,5,5,0,0,7,0,7,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4
7,2,1,1,12,0,2,3,0.75,0,4,3,43,30,-13,2,4,3,2,4,2,2,1,3,3,2,0,0,0,0.75,0,2,2,2,0,2,2,2,2,0,0,2,0.75,0,6,4,6,2,14,16.75,1,3,2,1.125,3,2,3,2,2,2,1,2,1,1,1,2,10.125,9,7,4,7,3,25,29.125,7,0,7,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2
7,2,1,1,8,0,2,3,0.25,0,1,3,45,32,-13,2,3,2,3,0,2,2,3,3,2,2,0,0,0,0,0,2,1,2,2,1,0,1,1,2,3,3,0,0,5,4,4,6,17,18,1,0,0,1.5,0,1,3,2,2,2,2,1,3,3,3,3,2.5,1,6,3,7,9,23,27.5,7,0,7,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,5
7,2,1,1,9,0,1,3,1,0,3,3,47,41,-6,3,3,4,4,4,1,2,3,2,2,2,0,0,0,0.75,0,0,2,0,0,1,0,0,2,1,2,1,0.75,0,2,0,1,5,7,9.75,0,0,0,0.375,0,0,3,1,1,1,1,1,2,1,2,2,0,0,4,1,4,5,0,0,7,0,7,3,4,3,4,4,5,5,6,4,4,4,4,6,6,6,6
7,2,1,1,3,0,0,2,0.25,0,3,3,43,46,3,3,2,2,3,2,2,2,3,3,3,2,0,0,0,0.375,0,1,3,0,0,1,0,1,1,1,1,1,0.375,0,4,1,2,3,7,10.375,1,0,0,1.125,0,2,2,1,1,2,2,2,1,2,1,2,2.125,1,5,3,7,4,17,20.125,7,0,7,3,3,3,3,3,3,5,4,4,3,3,3,6,5,5,5
7,2,1,1,17,1,4,0,0.25,0,2,3,53,58,5,2,2,2,3,2,2,2,3,3,2,3,3,2,0,1.876,3,2,1,3,2,2,2,2,1,2,0,2,9.876,8,6,5,8,3,26,28.876,2,2,0,1.5,0,2,3,1,0,1,0,2,2,1,2,1,5.5,4,6,3,3,5,16,20.5,7,0,7,3,3,3,3,4,5,5,5,3,3,3,3,5,5,5,5
7,2,1,1,8,0,2,3,0.25,0,2,2,54,28,-26,3,3,2,3,0,2,2,3,4,3,3,0,0,0,0.375,0,1,2,0,2,1,0,1,3,1,1,2,0.375,0,3,1,4,5,12,14.375,0,0,0,0.75,0,1,3,1,3,2,2,2,2,1,3,2,0,0,5,2,9,6,0,0,7,0,7,3,2,2,2,3,3,2,2,3,3,2,1,3,3,2,1
7,2,1,3,9,0,2,3,0.5,0,2,2,39,41,2,2,4,4,2,2,1,1,2,2,1,2,0,0,0,0.75,0,2,1,2,2,2,0,0,3,1,1,2,0.75,0,5,4,4,5,15,16.75,0,0,0,0,0,2,1,0,2,1,0,0,3,1,3,2,0,0,3,2,3,7,0,0,7,0,7,3,4,4,4,3,5,5,5,4,4,4,4,6,5,6,6
7,2,1,1,13,8,2,4,0.25,1,0,3,38,48,10,4,2,2,4,2,1,1,1,1,2,3,2,3,2,0.75,3,0,3,1,0,0,0,0,1,1,1,1,10.75,10,4,1,0,3,15,18.75,0,0,0,0.75,0,2,2,1,1,1,2,2,0,0,0,1,0,0,5,3,6,0,0,0,2,0,0,4,3,1,4,6,5,1,5,4,3,3,0,6,5,4,0
7,2,1,3,15,1,1,4,0.25,0,3,3,48,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,1,1,1,2,1.125,0,0,0,0,3,5,6.125,1,1,0,1.5,0,1,1,0,0,1,1,1,1,0,1,1,3.5,2,2,1,3,2,9,11.5,2,0,0,1,4,4,4,3,5,6,6, , , , , , , , 
7,2,1,1,19,5,4,0,0.25,0,0,3,37,47,10,2,2,0,4,0,2,2,3,2,2,3,2,3,1,0.75,3,3,3,3,0,2,0,1,1,1,1,2,9.75,9,9,6,3,3,23,26.75,0,0,0,0,0,2,5,1,0,1,0,1,2,1,1,1,0,0,8,3,2,4,0,0,2,0,0,3,3,3,3,4,3,3,3, ,3,1,3, ,3,2,3
7,2,1,1,10,1,4,0,1,0,0,3,54,47,-7,2,2,1,2,1,2,2,3,3,3,4,0,0,0,1.125,0,0,2,1,1,2,2,2,1,1,1,2,1.125,0,3,1,7,3,13,16.125,0,0,0,1.125,0,3,2,2,1,2,1,2,1,2,1,2,0,0,7,5,6,4,0,0,2,0,0,2,3,4,4,2,3,4,4,4,4,4,4,4,5,5,5
15,2,1,1,2,0,3,1,0.5,0,0,2,31,45,14,1,4,1,2,2,2,2,3,2,2,1,1,0,0,0.75,0,3,1,3,3,2,3,1,3,1,1,3,1.75,1,7,6,9,5,24,25.75,2,0,0,0.75,2,3,3,0,3,2,3,2,3,2,0,3,4.75,4,6,3,10,5,25,28.75,8,9,8,3,3,3,3,4,3,3,3,3,4,3,3,5,4,4,4
7,2,1,1,6,0,2,3,1,0,4,2,46,24,-22,2,2,2,2,2,3,3,3,3,3,3,1,1,0,1.125,2,0,3,0,0,1,0,1,1,0,1,1,5.125,4,3,0,2,2,9,13.125,0,0,0,0.75,0,0,3,1,0,1,0,1,0,0,1,1,0,0,4,1,2,1,0,0,2,0,0,4,4,3,3,3,4,3,3,4,4,3,3,3,3,2,3
7,2,1,1,4,0,1,1,0.25,0,2,3,24,34,10,3,3,0,3,3,2,2,2,2,2,2,0,0,0,1.5,0,2,2,3,2,2,2,1,2,1,1,3,1.5,0,7,5,7,4,19,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,4,4,4,4,4,3, , , , , , , , 
15,2,1,1,4,0,3,2,0.5,0,1,2,43,32,-11,3,2,4,3,1,2,2,4,4,4,4,0,0,0,1.125,3,2,1,0,2,2,2,2,2,1,1,2,4.125,3,3,2,8,4,19,21.125,0,0,0,1.125,3,3,3,1,0,2,0,1,2,2,1,2,0,0,7,4,3,5,0,0,8,9,8,2,2,2,2,2,2,2,2,4,3,3,4,6,5,4,5
7,2,1,1,9,0,2,4,1,0,2,3,46,41,-5,3,3,0,3,3,2,2,2,2,2,2,3,1,0,1.5,2,2,2,2,2,2,2,2,3,3,3,2,7.5,6,6,4,8,9,29,32.5,1,0,0,1.5,0,2,2,0,2,2,2,2,3,3,3,2,2.5,1,4,2,8,9,22,25.5,2,0,0,3,3,3,3,5,5,3,4,3,3,3,3,3,3,3,4
15,2,1,1,3,0,3,2,0.75,0,2,2,40,60,20,4,4,4,4,4,1,1,2,1,1,2,2,1,0,0.375,0,2,1,0,2,2,2,2,1,1,1,2,3.375,3,3,2,8,3,18,19.375,1,0,0,0.375,0,0,2,0,2,1,0,1,3,3,3,2,1.375,1,2,0,4,9,16,18.375,8,9,8,3,3,4,2,5,4,6,3,4,4,4,4,6,5,6,5
15,4,0,1,10,0,0,2,1,0,1,2,48,50,2,0,4,3,4,3,1,1,2,1,1,2,0,0,0,0.75,0,2,1,0,2,1,1,2,2,2,1,2,0.75,0,3,2,6,5,15,16.75,1,1,0,0.375,2,1,3,2,2,2,1,1,2,2,0,3,4.375,4,6,3,6,4,20,23.375,8,9,8,4,4,4,4,5,5,5,5,4,4,3,4,5,5,5,5
7,2,0,3,2,0,3,2,1,0,0,3,31,44,13,0,3,0,3,0,2,2,3,4,3,3,1,0,0,1.25,0,2,2,1,1,1,1,1,1,1,1,2,2.25,1,5,3,4,3,13,16.25,1,1,0,0.75,2,2,2,1,2,2,1,1,2,1,1,2,4.75,4,5,3,6,4,19,21.75,2,0,0,2,3,3,3,3,3,2,2,3,4,3,3,4,5,3,3
15,2,1,1,0,0,3,1,0.25,1,1,1,33,0,-33,3,4,2,4,0,2,2,2,3,2,2,0,0,0,0.75,0,2,1,2,1,1,1,2,2,1,1,2,0.75,0,5,4,5,4,15,16.75,2,3,3,1.125,3,2,2,2,3,3,3,3,2,1,1,3,12.125,11,6,4,12,4,34,37.125,8,9,8,4,4,2,2,3,6,3,2,3,2,2,3,3,2,2,3
15,3,1,1,20,3,4,0,1,0,1,2,28,51,23,4,4,3,4,3,2,3,2,2,2,1,0,0,0,1.5,0,2,1,0,0,0,0,0,2,0,1,1,1.5,0,3,2,0,3,6,8.5,2,2,0,1.125,3,1,3,1,1,1,0,1,2,2,1,2,8.125,7,5,2,3,5,19,23.125,8,9,8,3,4,3,3,4,4,4,4,4,4,4,4,6,6,6,6
